,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,100.0,69.98,100.0,100.0,100.0,70.92,100.0,70.49
1,,66.21,,,,72.1,,69.29
2,0.0,41.92,0.0,0.0,0.0,51.48,0.0,47.24
3,100.0,53.33,100.0,100.0,100.0,65.2,100.0,60.4
4,,67.46,,,,68.68,,68.09
5,,50.0,,,,inf,,150.0
6,,53.19,,,,57.98,,56.08
7,50.0,43.65,50.0,50.0,50.0,55.56,50.0,49.89
8,0.0,41.98,0.0,0.0,0.0,50.19,0.0,47.0
9,100.0,54.5,100.0,100.0,100.0,52.84,100.0,53.62
10,100.0,49.34,100.0,100.0,100.0,62.51,100.0,57.0
11,100.0,66.0,100.0,100.0,100.0,69.08,100.0,67.77
12,,69.53,,,,70.76,,70.2
13,0.0,66.3,0.0,0.0,0.0,71.91,0.0,69.28
14,58.33,60.86,58.33,58.33,58.33,65.75,58.33,63.58
