,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,43.14,52.73,0.0
1,OTHER,46.67,67.74,0.0
2,NATIVE-AM,25.0,50.0,0.0
3,HISP-LT,50.75,52.7,0.0
4,ASIA-PI,51.02,54.39,0.0
5,WHITE,66.58,67.96,0.0
6,BLACK,61.79,63.2,100.0
