,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,49.28,70.0,0.0
1,OTHER,58.33,54.55,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,76.19,73.33,0.0
4,ASIA-PI,58.14,63.41,0.0
5,WHITE,70.32,73.68,100.0
6,BLACK,70.73,85.42,0.0
