,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,100.0,57.79,100.0,100.0,100.0,56.55,100.0,57.2
1,,58.27,,,,56.2,,57.2
2,100.0,54.03,100.0,100.0,100.0,53.23,100.0,53.62
3,,61.48,,,,60.49,,60.97
4,0.0,57.73,0.0,0.0,0.0,55.09,0.0,56.21
5,100.0,59.93,100.0,100.0,100.0,63.61,100.0,61.8
6,,0.0,,,,,,0.0
7,57.14,58.0,57.14,57.14,57.14,57.18,57.14,57.57
