,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,13.11,23.16,0.0
1,OTHER,11.43,28.89,0.0
2,NATIVE-AM,0.0,33.33,0.0
3,HISP-LT,13.11,14.75,0.0
4,ASIA-PI,33.33,7.69,0.0
5,WHITE,22.41,28.57,0.0
6,BLACK,30.2,42.91,0.0
