,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,37.08,46.07,0.0
1,OTHER,51.85,61.4,0.0
2,NATIVE-AM,80.0,100.0,0.0
3,HISP-LT,37.18,52.13,100.0
4,ASIA-PI,41.18,42.47,0.0
5,WHITE,59.26,58.08,33.33
6,BLACK,56.46,66.04,100.0
