,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,33.33,39.81,0.0
1,OTHER,36.84,45.45,0.0
2,NATIVE-AM,40.0,50.0,0.0
3,HISP-LT,43.48,55.1,100.0
4,ASIA-PI,37.16,35.2,0.0
5,WHITE,57.0,61.26,0.0
6,BLACK,42.9,56.48,100.0
