,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,50.53,59.43,0.0
1,OTHER,64.29,50.0,0.0
2,NATIVE-AM,50.0,0.0,0.0
3,HISP-LT,47.62,54.17,0.0
4,ASIA-PI,50.0,58.06,100.0
5,WHITE,67.83,70.52,100.0
6,BLACK,62.95,70.52,0.0
