,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,34.4,32.79,0.0
1,OTHER,30.0,43.75,0.0
2,NATIVE-AM,50.0,50.0,0.0
3,HISP-LT,18.18,35.29,0.0
4,ASIA-PI,31.71,29.73,0.0
5,WHITE,46.62,48.17,0.0
6,BLACK,44.91,56.13,100.0
