,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,0.0,27.6,0.0,0.0,0.0,37.92,0.0,33.26
1,0.0,34.33,0.0,0.0,0.0,48.88,0.0,42.36
2,,44.07,,,,53.72,,49.56
3,,51.67,,,,60.54,,56.32
4,100.0,57.9,100.0,100.0,100.0,64.99,100.0,61.73
5,,60.93,,,,67.28,,64.38
6,100.0,63.25,100.0,100.0,100.0,68.5,100.0,66.1
7,,67.73,,,,71.09,,69.52
8,,75.38,,,,73.2,,74.2
9,28.57,57.17,28.57,28.57,28.57,62.43,28.57,60.01
