,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,28.7,28.16,0.0
1,OTHER,25.0,16.67,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,29.41,37.5,0.0
4,ASIA-PI,29.41,18.75,0.0
5,WHITE,52.9,51.47,100.0
6,BLACK,38.31,53.24,0.0
