,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,0.0,29.97,0.0,0.0,0.0,32.98,0.0,31.45
1,100.0,37.5,100.0,100.0,100.0,40.76,100.0,39.2
2,,46.55,,,,42.68,,44.53
3,,47.61,,,,55.87,,51.89
4,,56.18,,,,58.15,,57.21
5,,62.03,,,,62.06,,62.05
6,,64.35,,,,63.94,,64.13
7,100.0,70.69,100.0,100.0,100.0,70.26,100.0,70.49
8,100.0,74.61,100.0,100.0,100.0,69.54,100.0,71.95
9,85.71,58.14,85.71,85.71,85.71,58.22,85.71,58.19
