,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,49.62,,,,63.74,,57.7
1,0.0,49.55,0.0,0.0,0.0,62.96,0.0,56.76
2,,62.05,,,,65.77,,64.05
3,,48.17,,,,60.94,,55.06
4,,45.54,,,,68.18,,57.98
5,,61.97,,,,75.2,,68.16
6,,53.38,,,,66.03,,60.23
7,,69.59,,,,65.02,,67.11
8,0.0,56.58,0.0,0.0,0.0,73.68,0.0,64.71
9,,0.0,,,,0.0,,0.0
10,,0.0,,,,0.0,,0.0
11,0.0,53.33,0.0,0.0,0.0,65.57,0.0,59.92
