,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,30.07,36.09,0.0
1,OTHER,0.0,0.0,0.0
2,NATIVE-AM,0.0,66.67,0.0
3,HISP-LT,37.5,30.77,0.0
4,ASIA-PI,0.0,50.0,0.0
5,WHITE,59.85,56.25,0.0
6,BLACK,34.0,38.75,0.0
