,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,21.43,31.93,0.0
1,OTHER,12.5,54.55,0.0
2,NATIVE-AM,0.0,33.33,0.0
3,HISP-LT,11.11,40.0,0.0
4,ASIA-PI,0.0,0.0,0.0
5,WHITE,36.84,43.75,0.0
6,BLACK,28.35,39.76,0.0
