,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
42,0.0,74.31,0.0,0.0,0.0,75.35,0.0,74.82
43,50.0,73.6,50.0,50.0,50.0,72.55,50.0,72.98
44,0.0,39.38,0.0,0.0,0.0,52.93,0.0,46.85
45,0.0,28.08,0.0,0.0,0.0,43.59,0.0,36.25
46,0.0,34.13,0.0,0.0,0.0,48.67,0.0,41.93
47,50.0,47.56,50.0,50.0,50.0,63.08,50.0,56.09
48,0.0,27.23,0.0,0.0,0.0,42.8,0.0,35.57
49,40.0,36.44,40.0,40.0,40.0,45.39,40.0,41.41
50,50.0,43.92,50.0,50.0,50.0,51.6,50.0,48.31
51,33.33,39.19,33.33,33.33,33.33,51.12,33.33,45.87
52,50.0,38.91,50.0,50.0,50.0,48.43,50.0,44.47
53,100.0,43.45,100.0,100.0,100.0,52.35,100.0,48.32
54,20.0,64.38,20.0,20.0,20.0,68.1,20.0,66.3
55,0.0,54.78,0.0,0.0,0.0,63.48,0.0,59.31
56,0.0,46.93,0.0,0.0,0.0,54.32,0.0,50.89
57,0.0,39.78,0.0,0.0,0.0,51.73,0.0,46.87
58,50.0,38.42,50.0,50.0,50.0,50.15,50.0,45.29
59,30.0,48.22,30.0,30.0,30.0,54.25,30.0,51.55
60,33.33,51.18,33.33,33.33,33.33,56.7,33.33,54.1
61,33.33,37.65,33.33,33.33,33.33,44.75,33.33,41.58
62,100.0,43.24,100.0,100.0,100.0,50.32,100.0,46.99
63,0.0,46.48,0.0,0.0,0.0,48.4,0.0,47.47
64,50.0,42.13,50.0,50.0,50.0,53.4,50.0,48.38
65,100.0,38.99,100.0,100.0,100.0,46.15,100.0,42.89
66,33.33,41.22,33.33,33.33,33.33,48.53,33.33,45.22
67,50.0,41.77,50.0,50.0,50.0,44.76,50.0,43.33
68,100.0,44.33,100.0,100.0,100.0,48.12,100.0,46.29
69,0.0,39.16,0.0,0.0,0.0,45.79,0.0,42.63
70,33.33,39.89,33.33,33.33,33.33,45.44,33.33,42.85
71,23.08,36.89,23.08,23.08,23.08,43.39,23.08,40.28
72,20.0,43.26,20.0,20.0,20.0,47.61,20.0,45.52
73,66.67,62.83,66.67,66.67,66.67,64.22,66.67,63.55
74,42.86,43.48,42.86,42.86,42.86,51.52,42.86,47.84
75,,45.33,,,,54.54,,50.21
76,40.0,26.35,40.0,40.0,40.0,30.58,40.0,28.85
77,80.0,39.56,80.0,80.0,80.0,47.43,80.0,43.85
78,100.0,43.19,100.0,100.0,100.0,47.5,100.0,45.44
79,0.0,25.08,0.0,0.0,0.0,39.66,0.0,33.89
80,25.0,31.64,25.0,25.0,25.0,51.03,25.0,42.27
81,0.0,35.96,0.0,0.0,0.0,56.36,0.0,46.71
82,,36.59,,,,51.35,,44.53
83,0.0,34.52,0.0,0.0,0.0,54.94,0.0,46.29
84,60.0,34.56,60.0,60.0,60.0,56.63,60.0,46.25
85,,50.89,,,,69.15,,60.89
86,25.0,30.14,25.0,25.0,25.0,40.2,25.0,35.37
87,33.33,25.69,33.33,33.33,33.33,35.62,33.33,30.3
88,0.0,33.11,0.0,0.0,0.0,46.67,0.0,40.45
89,,0.0,,,,0.0,,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,,,,,,0.0,,0.0
92,32.96,46.23,32.96,32.96,32.96,54.01,32.96,50.4
