,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,28.93,33.08,0.0
1,OTHER,50.0,20.0,0.0
2,NATIVE-AM,100.0,100.0,0.0
3,HISP-LT,18.75,58.82,0.0
4,ASIA-PI,15.38,50.0,0.0
5,WHITE,65.09,61.59,50.0
6,BLACK,54.03,55.45,0.0
