,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,32.61,,,,36.73,,34.74
1,,35.96,,,,54.0,,45.5
2,,56.34,,,,59.76,,58.17
3,100.0,47.3,100.0,100.0,100.0,55.67,100.0,52.33
4,,65.85,,,,55.42,,60.61
5,,56.41,,,,56.82,,56.63
6,,65.91,,,,67.44,,66.67
7,,54.84,,,,78.31,,65.91
8,,72.16,,,,62.82,,67.06
9,100.0,56.21,100.0,100.0,100.0,58.78,100.0,57.58
