,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,37.5,57.8,37.5,37.5,37.5,57.92,37.5,57.84
1,54.55,58.15,54.55,54.55,54.55,60.12,54.55,59.15
2,,0.0,,,,0.0,,0.0
3,47.37,57.95,47.37,47.37,47.37,58.95,47.37,58.45
