,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,0.0,33.92,0.0,0.0,0.0,37.32,0.0,35.73
1,,42.0,,,,43.19,,42.67
2,0.0,48.57,0.0,0.0,0.0,50.22,0.0,49.45
3,66.67,53.87,66.67,66.67,66.67,55.26,66.67,54.64
4,50.0,57.38,50.0,50.0,50.0,57.49,50.0,57.43
5,0.0,57.34,0.0,0.0,0.0,63.95,0.0,60.77
6,0.0,61.28,0.0,0.0,0.0,64.38,0.0,62.88
7,80.0,64.61,80.0,80.0,80.0,67.95,80.0,66.44
8,37.5,71.56,37.5,37.5,37.5,69.3,37.5,70.25
9,41.67,57.28,41.67,41.67,41.67,58.59,41.67,57.97
