,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,42.44,46.72,0.0
1,OTHER,43.75,61.11,0.0
2,NATIVE-AM,25.0,50.0,0.0
3,HISP-LT,38.46,46.0,0.0
4,ASIA-PI,28.57,58.62,0.0
5,WHITE,74.07,74.06,40.0
6,BLACK,53.71,68.97,0.0
