,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,59.33,59.34,0.0
1,OTHER,55.56,52.38,0.0
2,NATIVE-AM,28.57,75.0,0.0
3,HISP-LT,53.85,50.0,0.0
4,ASIA-PI,54.55,63.64,0.0
5,WHITE,69.03,68.17,58.33
6,BLACK,41.67,25.0,0.0
