,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,32.95,41.22,0.0
1,OTHER,0.0,28.57,0.0
2,NATIVE-AM,14.29,0.0,0.0
3,HISP-LT,57.14,40.0,0.0
4,ASIA-PI,20.0,66.67,0.0
5,WHITE,61.18,58.79,100.0
6,BLACK,54.55,68.6,0.0
