,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,57.79,56.55,100.0,57.2
1,58.27,56.2,,57.2
2,54.03,53.23,100.0,53.62
3,61.48,60.49,,60.97
4,57.73,55.09,0.0,56.21
5,59.93,63.61,100.0,61.8
6,0.0,,,0.0
7,58.0,57.18,57.14,57.57
