,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,0.0,64.99,0.0,0.0,0.0,65.59,0.0,65.26
1,66.67,66.13,66.67,66.67,66.67,66.71,66.67,66.42
2,100.0,62.54,100.0,100.0,100.0,63.57,100.0,63.09
3,100.0,59.97,100.0,100.0,100.0,63.12,100.0,61.61
4,100.0,51.04,100.0,100.0,100.0,54.63,100.0,52.89
5,0.0,60.98,0.0,0.0,0.0,63.59,0.0,62.3
6,60.0,67.26,60.0,60.0,60.0,68.74,60.0,68.02
7,71.43,61.7,71.43,71.43,71.43,61.69,71.43,61.71
8,42.86,54.41,42.86,42.86,42.86,56.69,42.86,55.63
9,57.14,50.15,57.14,57.14,57.14,53.76,57.14,52.11
10,62.5,52.79,62.5,62.5,62.5,54.91,62.5,53.97
11,0.0,61.27,0.0,0.0,0.0,61.15,0.0,61.19
12,100.0,62.88,100.0,100.0,100.0,67.43,100.0,65.19
13,100.0,60.87,100.0,100.0,100.0,60.84,100.0,60.89
14,60.0,51.95,60.0,60.0,60.0,53.84,60.0,52.97
15,83.33,65.48,83.33,83.33,83.33,66.68,83.33,66.11
16,62.5,62.31,62.5,62.5,62.5,63.71,62.5,63.05
17,50.0,64.31,50.0,50.0,50.0,64.66,50.0,64.48
18,50.0,63.61,50.0,50.0,50.0,68.19,50.0,65.95
19,40.0,55.6,40.0,40.0,40.0,53.4,40.0,54.43
20,33.33,51.11,33.33,33.33,33.33,53.44,33.33,52.32
21,36.36,52.45,36.36,36.36,36.36,54.48,36.36,53.52
22,55.56,61.81,55.56,55.56,55.56,62.66,55.56,62.27
23,100.0,66.26,100.0,100.0,100.0,67.33,100.0,66.82
24,100.0,64.85,100.0,100.0,100.0,66.29,100.0,65.58
25,100.0,54.48,100.0,100.0,100.0,57.75,100.0,56.2
26,,,,,,0.0,,0.0
27,0.0,64.34,0.0,0.0,0.0,62.3,0.0,63.25
28,,49.74,,,,51.04,,50.43
29,83.33,62.04,83.33,83.33,83.33,64.23,83.33,63.2
30,100.0,56.29,100.0,100.0,100.0,62.23,100.0,59.27
31,80.0,66.16,80.0,80.0,80.0,67.42,80.0,66.82
32,100.0,66.58,100.0,100.0,100.0,64.35,100.0,65.47
33,61.54,56.5,61.54,61.54,61.54,59.64,61.54,58.15
34,40.0,57.68,40.0,40.0,40.0,58.91,40.0,58.32
35,33.33,66.83,33.33,33.33,33.33,66.65,33.33,66.68
36,60.0,60.0,60.0,60.0,60.0,60.35,60.0,60.18
37,75.0,59.01,75.0,75.0,75.0,60.28,75.0,59.67
38,0.0,66.51,0.0,0.0,0.0,65.31,0.0,65.87
39,40.0,60.0,40.0,40.0,40.0,60.99,40.0,60.47
40,33.33,58.16,33.33,33.33,33.33,61.23,33.33,59.75
41,57.14,55.13,57.14,57.14,57.14,56.97,57.14,56.12
42,,0.0,,,,,,0.0
43,57.65,59.23,57.65,57.65,57.65,60.6,57.65,59.95
