,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,33.33,26.92,33.33,33.33,33.33,27.04,33.33,27.0
1,33.33,37.93,33.33,33.33,33.33,37.32,33.33,37.59
2,66.67,46.37,66.67,66.67,66.67,44.99,66.67,45.64
3,75.0,48.14,75.0,75.0,75.0,48.82,75.0,48.53
4,,55.24,,,,54.56,,54.87
5,100.0,58.53,100.0,100.0,100.0,56.61,100.0,57.54
6,0.0,62.82,0.0,0.0,0.0,61.79,0.0,62.26
7,100.0,67.52,100.0,100.0,100.0,66.65,100.0,67.07
8,0.0,66.4,0.0,0.0,0.0,62.2,0.0,64.09
9,52.38,54.97,52.38,52.38,52.38,53.38,52.38,54.12
