,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,42.31,35.48,0.0
1,OTHER,50.0,36.36,0.0
2,NATIVE-AM,100.0,0.0,0.0
3,HISP-LT,29.17,56.25,0.0
4,ASIA-PI,62.5,66.67,0.0
5,WHITE,53.7,65.91,0.0
6,BLACK,40.62,48.94,0.0
