,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,19.05,21.74,0.0
1,OTHER,0.0,50.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,7.14,34.62,0.0
4,ASIA-PI,100.0,50.0,0.0
5,WHITE,55.96,58.73,100.0
6,BLACK,46.67,54.76,0.0
