,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,22.22,35.23,22.22,22.22,22.22,40.73,22.22,38.1
1,44.44,39.29,44.44,44.44,44.44,44.49,44.44,42.02
2,73.33,44.46,73.33,73.33,73.33,51.57,73.33,48.2
3,50.0,49.87,50.0,50.0,50.0,58.36,50.0,54.25
4,33.33,56.86,33.33,33.33,33.33,61.58,33.33,59.27
5,62.5,59.01,62.5,62.5,62.5,64.25,62.5,61.8
6,33.33,59.93,33.33,33.33,33.33,67.96,33.33,64.35
7,60.0,68.72,60.0,60.0,60.0,71.44,60.0,70.23
8,33.33,74.87,33.33,33.33,33.33,72.84,33.33,73.66
9,41.38,52.79,41.38,41.38,41.38,58.07,41.38,55.61
