,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,65.45,75.0,0.0,70.85
1,66.67,72.08,,69.57
2,54.74,62.93,0.0,59.37
3,43.9,63.39,,56.48
4,76.1,78.82,,77.51
5,73.81,67.65,,71.05
6,66.94,63.83,,65.27
7,76.92,71.93,,74.31
8,60.75,67.37,0.0,64.44
