,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,55.56,50.69,55.56,55.56,55.56,62.55,55.56,57.29
1,55.0,54.24,55.0,55.0,55.0,59.38,55.0,56.95
2,66.67,45.96,66.67,66.67,66.67,52.86,66.67,49.83
3,55.56,64.49,55.56,55.56,55.56,66.09,55.56,65.29
4,61.54,52.23,61.54,61.54,61.54,57.76,61.54,55.04
5,73.91,58.88,73.91,73.91,73.91,62.36,73.91,60.74
6,50.0,61.82,50.0,50.0,50.0,64.61,50.0,63.25
7,50.0,60.17,50.0,50.0,50.0,63.51,50.0,61.86
8,60.0,58.46,60.0,60.0,60.0,62.02,60.0,60.42
9,28.57,44.17,28.57,28.57,28.57,51.54,28.57,47.99
10,46.67,45.62,46.67,46.67,46.67,52.01,46.67,48.98
11,66.67,64.41,66.67,66.67,66.67,66.47,66.67,65.45
12,58.33,62.19,58.33,58.33,58.33,67.67,58.33,65.01
13,27.78,42.42,27.78,27.78,27.78,49.46,27.78,46.3
14,44.44,53.35,44.44,44.44,44.44,58.85,44.44,56.31
15,58.33,40.35,58.33,58.33,58.33,50.17,58.33,45.67
16,64.71,45.53,64.71,64.71,64.71,52.5,64.71,49.43
17,83.33,49.87,83.33,83.33,83.33,59.76,83.33,55.37
18,55.56,38.92,55.56,55.56,55.56,48.5,55.56,43.97
19,63.64,36.72,63.64,63.64,63.64,43.71,63.64,40.6
20,75.0,63.52,75.0,75.0,75.0,68.94,75.0,66.56
21,36.36,36.1,36.36,36.36,36.36,46.8,36.36,41.75
22,38.89,46.31,38.89,38.89,38.89,52.06,38.89,49.33
23,46.67,50.35,46.67,46.67,46.67,53.95,46.67,52.24
24,63.16,48.26,63.16,63.16,63.16,52.54,63.16,50.65
25,41.18,60.78,41.18,41.18,41.18,64.2,41.18,62.52
26,55.56,58.88,55.56,55.56,55.56,61.14,55.56,60.07
27,16.67,62.84,16.67,16.67,16.67,65.38,16.67,63.99
28,30.0,52.75,30.0,30.0,30.0,61.66,30.0,57.63
29,63.16,53.89,63.16,63.16,63.16,56.64,63.16,55.37
30,66.67,61.59,66.67,66.67,66.67,63.66,66.67,62.68
31,75.0,65.0,75.0,75.0,75.0,67.58,75.0,66.37
32,66.67,47.08,66.67,66.67,66.67,52.6,66.67,50.16
33,50.0,57.33,50.0,50.0,50.0,62.37,50.0,59.93
34,57.14,64.7,57.14,57.14,57.14,69.04,57.14,66.95
35,50.0,37.77,50.0,50.0,50.0,46.55,50.0,42.57
36,30.0,40.1,30.0,30.0,30.0,46.81,30.0,43.58
37,46.15,57.92,46.15,46.15,46.15,60.7,46.15,59.4
38,55.56,61.11,55.56,55.56,55.56,64.89,55.56,63.04
39,60.87,53.65,60.87,60.87,60.87,64.45,60.87,59.62
40,60.0,55.02,60.0,60.0,60.0,59.52,60.0,57.4
41,53.85,37.93,53.85,53.85,53.85,48.2,53.85,43.65
42,50.0,49.14,50.0,50.0,50.0,58.58,50.0,54.31
43,100.0,59.19,100.0,100.0,100.0,64.41,100.0,61.99
44,66.67,61.27,66.67,66.67,66.67,65.28,66.67,63.47
45,81.82,64.16,81.82,81.82,81.82,66.16,81.82,65.26
46,62.5,50.75,62.5,62.5,62.5,54.04,62.5,52.5
47,50.0,52.56,50.0,50.0,50.0,58.73,50.0,55.81
48,50.0,42.47,50.0,50.0,50.0,49.7,50.0,46.57
49,52.63,32.71,52.63,52.63,52.63,43.45,52.63,38.68
50,60.0,63.75,60.0,60.0,60.0,66.07,60.0,64.94
51,76.47,47.29,76.47,76.47,76.47,55.67,76.47,52.2
52,69.23,56.68,69.23,69.23,69.23,58.53,69.23,57.67
53,64.0,54.37,64.0,64.0,64.0,57.66,64.0,56.16
54,81.82,52.06,81.82,81.82,81.82,56.58,81.82,54.64
55,48.15,47.71,48.15,48.15,48.15,53.07,48.15,50.52
56,57.89,35.32,57.89,57.89,57.89,45.44,57.89,40.87
57,61.9,37.13,61.9,61.9,61.9,46.92,61.9,42.79
58,72.0,35.31,72.0,72.0,72.0,45.07,72.0,41.04
59,62.5,56.68,62.5,62.5,62.5,61.69,62.5,59.38
60,40.0,70.85,40.0,40.0,40.0,74.46,40.0,72.59
61,71.43,66.77,71.43,71.43,71.43,71.35,71.43,69.07
62,54.55,53.64,54.55,54.55,54.55,62.19,54.55,58.37
63,41.67,44.11,41.67,41.67,41.67,52.0,41.67,48.02
64,45.45,39.56,45.45,45.45,45.45,45.32,45.45,42.62
65,52.63,52.35,52.63,52.63,52.63,54.61,52.63,53.58
66,46.67,58.47,46.67,46.67,46.67,62.83,46.67,60.66
67,45.45,58.96,45.45,45.45,45.45,63.21,45.45,61.19
68,38.46,58.22,38.46,38.46,38.46,60.29,38.46,59.19
69,60.0,50.94,60.0,60.0,60.0,59.02,60.0,55.34
70,43.33,29.37,43.33,43.33,43.33,40.03,43.33,35.46
71,100.0,57.25,100.0,100.0,100.0,63.57,100.0,60.86
72,70.0,40.02,70.0,70.0,70.0,49.21,70.0,45.34
73,45.83,57.14,45.83,45.83,45.83,64.71,45.83,61.18
74,60.0,54.44,60.0,60.0,60.0,64.56,60.0,60.03
75,64.29,45.77,64.29,64.29,64.29,51.87,64.29,49.21
76,29.41,60.5,29.41,29.41,29.41,63.65,29.41,62.04
77,54.55,60.91,54.55,54.55,54.55,62.66,54.55,61.79
78,65.62,59.4,65.62,65.62,65.62,64.8,65.62,62.24
79,75.0,54.03,75.0,75.0,75.0,62.02,75.0,58.4
80,52.38,42.96,52.38,52.38,52.38,51.62,52.38,47.94
81,44.44,50.97,44.44,44.44,44.44,57.21,44.44,54.19
82,47.06,47.92,47.06,47.06,47.06,52.69,47.06,50.4
