,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
83,65.22,55.57,65.22,65.22,65.22,60.58,65.22,58.2
84,54.55,39.58,54.55,54.55,54.55,48.81,54.55,44.72
85,83.33,47.09,83.33,83.33,83.33,55.32,83.33,51.38
86,66.67,46.25,66.67,66.67,66.67,54.59,66.67,50.93
87,50.0,56.36,50.0,50.0,50.0,60.6,50.0,58.57
88,50.0,48.59,50.0,50.0,50.0,53.77,50.0,51.39
89,25.0,58.75,25.0,25.0,25.0,64.56,25.0,61.79
90,100.0,65.66,100.0,100.0,100.0,67.81,100.0,66.81
91,57.14,62.44,57.14,57.14,57.14,66.76,57.14,64.6
92,50.0,61.29,50.0,50.0,50.0,63.56,50.0,62.48
93,57.14,37.38,57.14,57.14,57.14,46.16,57.14,42.44
94,66.67,58.05,66.67,66.67,66.67,58.51,66.67,58.32
95,36.36,51.94,36.36,36.36,36.36,56.69,36.36,54.35
96,54.55,50.97,54.55,54.55,54.55,55.74,54.55,53.47
97,78.57,46.93,78.57,78.57,78.57,52.16,78.57,49.79
98,56.52,57.63,56.52,56.52,56.52,59.58,56.52,58.63
99,55.56,54.67,55.56,55.56,55.56,57.95,55.56,56.46
100,100.0,60.23,100.0,100.0,100.0,62.7,100.0,61.62
101,47.62,44.94,47.62,47.62,47.62,52.66,47.62,49.16
102,65.38,56.0,65.38,65.38,65.38,65.04,65.38,61.12
103,45.45,53.61,45.45,45.45,45.45,56.14,45.45,54.93
104,63.64,53.0,63.64,63.64,63.64,56.42,63.64,54.82
105,100.0,58.07,100.0,100.0,100.0,61.17,100.0,59.7
106,75.0,53.1,75.0,75.0,75.0,57.13,75.0,55.43
107,0.0,62.6,0.0,0.0,0.0,66.59,0.0,64.45
108,28.57,44.95,28.57,28.57,28.57,52.44,28.57,48.81
109,77.78,53.2,77.78,77.78,77.78,58.31,77.78,56.14
110,50.0,67.04,50.0,50.0,50.0,68.6,50.0,67.79
111,37.5,44.38,37.5,37.5,37.5,52.16,37.5,48.34
112,45.45,49.0,45.45,45.45,45.45,54.37,45.45,51.79
113,57.14,47.67,57.14,57.14,57.14,55.56,57.14,51.86
114,45.45,42.02,45.45,45.45,45.45,47.11,45.45,44.75
115,77.27,39.58,77.27,77.27,77.27,46.54,77.27,43.66
116,57.14,60.33,57.14,57.14,57.14,63.07,57.14,61.72
117,61.54,62.38,61.54,61.54,61.54,65.02,61.54,63.76
118,42.86,45.8,42.86,42.86,42.86,55.26,42.86,50.64
119,33.33,61.54,33.33,33.33,33.33,63.26,33.33,62.32
120,69.23,51.16,69.23,69.23,69.23,59.61,69.23,55.93
121,33.33,38.48,33.33,33.33,33.33,45.2,33.33,41.99
122,73.33,46.23,73.33,73.33,73.33,53.74,73.33,50.39
123,78.95,69.74,78.95,78.95,78.95,70.05,78.95,69.99
124,60.0,68.49,60.0,60.0,60.0,67.35,60.0,67.88
125,50.0,50.55,50.0,50.0,50.0,56.21,50.0,53.57
126,50.0,54.08,50.0,50.0,50.0,58.51,50.0,56.29
127,73.68,61.62,73.68,73.68,73.68,63.37,73.68,62.56
128,70.0,60.81,70.0,70.0,70.0,64.09,70.0,62.5
129,54.55,60.64,54.55,54.55,54.55,65.03,54.55,62.86
130,40.0,56.22,40.0,40.0,40.0,63.08,40.0,59.72
131,61.9,54.88,61.9,61.9,61.9,60.55,61.9,57.83
132,63.16,56.86,63.16,63.16,63.16,62.68,63.16,60.14
133,60.0,54.15,60.0,60.0,60.0,58.89,60.0,56.66
134,57.14,51.63,57.14,57.14,57.14,57.57,57.14,54.73
135,47.06,56.51,47.06,47.06,47.06,58.67,47.06,57.62
136,51.85,55.38,51.85,51.85,51.85,58.62,51.85,56.99
137,41.18,45.69,41.18,41.18,41.18,56.07,41.18,51.31
138,47.06,65.16,47.06,47.06,47.06,65.47,47.06,65.23
139,50.0,59.91,50.0,50.0,50.0,62.65,50.0,61.3
140,66.67,56.2,66.67,66.67,66.67,57.69,66.67,57.02
141,64.0,56.42,64.0,64.0,64.0,59.65,64.0,58.18
142,61.29,47.07,61.29,61.29,61.29,56.98,61.29,52.61
143,44.44,56.38,44.44,44.44,44.44,64.11,44.44,60.6
144,43.75,57.51,43.75,43.75,43.75,63.92,43.75,60.92
145,53.85,53.73,53.85,53.85,53.85,59.07,53.85,56.62
146,71.43,58.0,71.43,71.43,71.43,64.1,71.43,61.16
147,54.55,61.88,54.55,54.55,54.55,65.49,54.55,63.71
148,47.37,30.3,47.37,47.37,47.37,37.52,47.37,34.22
149,85.71,63.76,85.71,85.71,85.71,67.2,85.71,65.65
150,65.0,59.34,65.0,65.0,65.0,62.7,65.0,61.14
151,28.57,47.1,28.57,28.57,28.57,52.32,28.57,49.8
152,54.55,59.48,54.55,54.55,54.55,61.56,54.55,60.53
153,64.29,55.37,64.29,64.29,64.29,58.72,64.29,57.2
154,46.67,56.53,46.67,46.67,46.67,63.71,46.67,60.5
155,,36.36,,,,75.0,,52.63
156,56.05,52.84,56.05,56.05,56.05,58.07,56.05,55.63
