,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,48.0,34.62,0.0
1,OTHER,50.0,25.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,0.0,50.0,0.0
4,ASIA-PI,0.0,0.0,0.0
5,WHITE,69.78,72.24,0.0
6,BLACK,58.24,72.31,0.0
