,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,18.52,43.18,0.0
1,OTHER,100.0,83.33,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,8.33,15.38,0.0
4,ASIA-PI,0.0,50.0,0.0
5,WHITE,67.89,66.36,0.0
6,BLACK,54.14,63.56,50.0
