,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,11.76,33.36,11.76,11.76,11.76,39.14,11.76,36.34
1,12.5,42.96,12.5,12.5,12.5,49.61,12.5,46.52
2,70.0,49.7,70.0,70.0,70.0,53.83,70.0,51.97
3,53.85,54.86,53.85,53.85,53.85,59.95,53.85,57.62
4,58.33,63.12,58.33,58.33,58.33,64.25,58.33,63.72
5,55.56,66.48,55.56,55.56,55.56,68.21,55.56,67.37
6,58.33,70.17,58.33,58.33,58.33,70.39,58.33,70.27
7,87.5,71.95,87.5,87.5,87.5,71.48,87.5,71.72
8,47.62,76.4,47.62,47.62,47.62,72.33,47.62,74.14
9,48.18,60.94,48.18,48.18,48.18,62.48,48.18,61.75
