,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,71.53,72.3,,71.93
1,64.85,70.67,,67.79
2,52.46,62.18,100.0,58.09
3,63.03,66.32,,64.7
4,65.46,69.13,,67.48
5,63.83,67.63,0.0,65.71
6,,0.0,,0.0
7,63.96,68.0,50.0,66.1
