,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,34.38,42.73,0.0
1,OTHER,34.62,54.05,0.0
2,NATIVE-AM,20.0,100.0,0.0
3,HISP-LT,55.1,63.64,0.0
4,ASIA-PI,48.0,36.71,0.0
5,WHITE,65.51,69.97,0.0
6,BLACK,44.27,58.27,0.0
