,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,45.08,65.91,0.0
1,OTHER,53.33,57.89,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,34.43,60.98,0.0
4,ASIA-PI,55.81,62.5,0.0
5,WHITE,68.68,69.78,0.0
6,BLACK,51.28,53.57,0.0
