ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,10.71,20.17,32.77,0.00,15.15,32.56,16.13,27.98
2016 Primary,3.23,3.50,6.84,0.00,2.94,17.10,4.54,12.44
2016 Primary Runoff,3.23,1.49,2.09,50.00,1.47,12.14,3.15,8.55
2016 General,52.94,56.33,55.95,33.33,42.86,62.94,47.64,59.53
2018 Primary,2.08,10.29,6.65,0.00,4.71,17.70,6.67,14.42
2018 Primary Runoff,4.17,2.88,3.16,11.11,3.61,17.95,5.39,12.66
2018 General,45.45,52.47,42.03,10.00,53.92,52.11,36.78,50.33
