ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,27.35,28.49,0.00,27.98
2016 Primary,12.62,12.28,20.00,12.44
2016 Primary Runoff,9.09,8.14,0.00,8.55
2016 General,57.83,60.88,57.14,59.53
2018 Primary,15.17,13.81,9.09,14.42
2018 Primary Runoff,13.65,11.88,0.00,12.66
2018 General,48.67,51.75,44.44,50.33
