ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,32.62,33.77,23.68,33.23
2016 Primary,10.81,10.55,4.00,10.67
2016 Primary Runoff,6.88,6.37,0.00,6.61
2016 General,64.14,68.43,72.15,66.44
2018 Primary,14.63,14.44,4.49,14.52
2018 Primary Runoff,13.30,11.58,2.25,12.37
2018 General,54.24,57.30,53.33,55.86
