ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,24.14,31.62,34.48,0.00,34.62,46.52,35.15,44.49
2016 Primary,3.12,13.24,3.28,0.00,11.11,14.51,9.63,13.71
2016 Primary Runoff,0.00,1.48,9.84,0.00,3.70,12.12,4.98,10.87
2016 General,60.00,72.26,63.08,0.00,55.56,74.49,64.38,73.01
2018 Primary,5.71,26.98,8.62,0.00,12.50,18.37,10.56,17.54
2018 Primary Runoff,0.00,4.00,3.51,0.00,4.17,17.00,6.94,15.00
2018 General,60.53,72.31,38.10,100.0,53.85,70.07,50.00,67.18
