ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,17.39,23.84,13.73,0.00,38.46,39.84,16.76,34.23
2016 Primary,4.35,9.04,0.00,0.00,15.38,20.78,5.79,16.68
2016 Primary Runoff,4.35,0.39,0.00,0.00,7.69,17.31,6.35,12.56
2016 General,62.50,55.87,42.59,50.00,57.14,66.87,50.23,62.73
2018 Primary,3.85,14.14,0.00,0.00,17.65,20.20,6.83,17.03
2018 Primary Runoff,3.85,3.07,1.64,0.00,5.88,16.39,4.71,12.16
2018 General,42.86,60.63,41.18,0.00,56.52,62.20,36.90,58.43
