ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,15.42,18.61,66.67,17.43
2016 Primary,4.28,5.62,33.33,5.14
2016 Primary Runoff,1.09,0.97,0.00,1.02
2016 General,36.04,47.21,50.00,42.87
2018 Primary,7.27,8.80,0.00,8.16
2018 Primary Runoff,3.81,3.54,0.00,3.64
2018 General,37.18,44.34,50.00,41.44
