ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,40.97,42.52,100.0,41.82
2016 Primary,18.91,19.81,100.0,19.42
2016 Primary Runoff,15.84,14.42,100.0,15.13
2016 General,68.87,74.00,50.00,71.57
2018 Primary,20.50,22.03,0.00,21.29
2018 Primary Runoff,18.72,15.72,0.00,17.13
2018 General,61.11,67.00,100.0,64.24
