ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,38.49,38.48,0.00,38.49
2016 Primary,14.49,12.34,0.00,13.34
2016 Primary Runoff,9.48,8.39,0.00,8.90
2016 General,69.97,70.24,0.00,70.04
2018 Primary,16.15,15.71,0.00,15.89
2018 Primary Runoff,13.77,12.74,0.00,13.21
2018 General,61.41,64.05,50.00,62.76
