ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,31.41,29.19,50.00,30.24
2016 Primary,10.56,9.91,0.00,10.20
2016 Primary Runoff,6.54,6.07,0.00,6.28
2016 General,59.98,65.26,50.00,62.78
2018 Primary,14.29,11.83,0.00,12.93
2018 Primary Runoff,11.73,7.86,0.00,9.61
2018 General,53.90,57.62,60.00,55.93
