ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,17.14,31.37,21.59,0.00,34.38,42.65,34.86,40.59
2016 Primary,7.69,7.36,1.14,0.00,12.12,13.99,8.29,12.76
2016 Primary Runoff,5.13,1.23,0.00,0.00,2.94,12.37,9.26,11.01
2016 General,62.22,68.30,59.34,0.00,54.29,72.35,61.33,70.63
2018 Primary,6.38,20.06,3.96,0.00,7.89,17.41,11.13,16.44
2018 Primary Runoff,4.26,2.17,1.98,0.00,5.26,14.94,7.43,12.83
2018 General,63.46,68.26,46.30,0.00,50.00,66.27,48.27,63.82
