ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,36.15,38.08,14.29,37.16
2016 Primary,12.24,11.82,0.00,12.00
2016 Primary Runoff,9.96,8.94,0.00,9.40
2016 General,65.43,69.31,47.37,67.47
2018 Primary,14.53,15.27,16.67,14.93
2018 Primary Runoff,11.59,10.37,5.56,10.93
2018 General,58.69,61.83,52.63,60.35
