ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,8.33,17.68,11.36,0.00,17.39,33.38,19.05,30.87
2016 Primary,16.67,14.59,16.67,0.00,16.67,27.37,10.99,25.26
2016 Primary Runoff,0.00,0.66,4.17,0.00,4.17,14.75,5.76,12.76
2016 General,71.43,46.49,39.29,20.00,32.14,63.24,45.45,60.46
2018 Primary,0.00,11.26,8.33,0.00,10.00,21.60,6.93,19.71
2018 Primary Runoff,0.00,4.84,6.67,0.00,10.00,16.35,5.26,14.57
2018 General,28.57,46.97,31.82,16.67,26.09,58.66,33.06,55.90
