COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BANKS,0.0,148.0,167.0,0.0,12.0,15.0,0.0,5.0,1.0,0.0,45.0,56.0,0.0,25.0,32.0,1.0,4586.0,4216.0,1.0,83.0,101.0,9494.0
CLARKE,4.0,356.0,381.0,1.0,36.0,32.0,0.0,1.0,0.0,0.0,153.0,150.0,0.0,14.0,11.0,2.0,1555.0,1315.0,1.0,2203.0,1502.0,7717.0
DAWSON,1.0,330.0,343.0,0.0,22.0,25.0,0.0,4.0,3.0,0.0,70.0,54.0,0.0,29.0,19.0,0.0,7065.0,6398.0,0.0,19.0,34.0,14416.0
ELBERT,0.0,94.0,132.0,0.0,13.0,9.0,0.0,1.0,0.0,0.0,34.0,37.0,0.0,24.0,21.0,0.0,4229.0,3751.0,1.0,2027.0,1450.0,11823.0
FANNIN,0.0,202.0,216.0,0.0,17.0,18.0,0.0,5.0,4.0,0.0,24.0,26.0,0.0,19.0,9.0,0.0,8104.0,7310.0,0.0,7.0,13.0,15974.0
FORSYTH,11.0,2482.0,2658.0,1.0,79.0,74.0,0.0,14.0,8.0,0.0,281.0,250.0,2.0,111.0,77.0,15.0,14185.0,12819.0,0.0,153.0,151.0,33371.0
FRANKLIN,0.0,159.0,159.0,0.0,18.0,10.0,0.0,2.0,1.0,0.0,36.0,41.0,0.0,34.0,26.0,0.0,5555.0,5059.0,0.0,501.0,352.0,11953.0
GILMER,2.0,349.0,368.0,0.0,26.0,32.0,0.0,4.0,2.0,0.0,86.0,112.0,0.0,19.0,12.0,1.0,8236.0,7688.0,0.0,16.0,25.0,16978.0
HABERSHAM,1.0,438.0,439.0,0.0,39.0,42.0,0.0,5.0,2.0,0.0,168.0,247.0,0.0,114.0,112.0,0.0,10575.0,9395.0,0.0,227.0,195.0,21999.0
HALL,38.0,4165.0,4172.0,0.0,392.0,349.0,0.0,16.0,11.0,10.0,2645.0,2621.0,0.0,454.0,405.0,25.0,38668.0,34110.0,1.0,3905.0,2823.0,94810.0
HART,1.0,174.0,173.0,0.0,11.0,14.0,0.0,1.0,1.0,0.0,33.0,36.0,0.0,52.0,40.0,0.0,6019.0,5300.0,0.0,1355.0,971.0,14181.0
JACKSON,6.0,783.0,841.0,0.0,72.0,72.0,0.0,4.0,3.0,1.0,324.0,317.0,0.0,166.0,139.0,6.0,15763.0,14057.0,1.0,1194.0,964.0,34713.0
LUMPKIN,1.0,382.0,412.0,0.0,36.0,35.0,0.0,21.0,26.0,0.0,103.0,90.0,0.0,34.0,18.0,1.0,8052.0,7173.0,0.0,73.0,66.0,16523.0
MADISON,2.0,488.0,465.0,0.0,30.0,33.0,0.0,1.0,3.0,0.0,65.0,51.0,0.0,51.0,25.0,2.0,7256.0,6467.0,0.0,746.0,589.0,16274.0
PICKENS,0.0,176.0,166.0,0.0,22.0,15.0,0.0,4.0,2.0,0.0,68.0,45.0,0.0,23.0,17.0,0.0,6245.0,5424.0,0.0,58.0,60.0,12325.0
RABUN,0.0,161.0,162.0,0.0,17.0,14.0,0.0,0.0,2.0,1.0,35.0,64.0,0.0,17.0,16.0,1.0,5299.0,4688.0,0.0,30.0,19.0,10526.0
STEPHENS,4.0,200.0,191.0,0.0,25.0,18.0,0.0,4.0,1.0,0.0,46.0,35.0,0.0,48.0,46.0,1.0,7001.0,6043.0,0.0,870.0,657.0,15190.0
TOWNS,0.0,71.0,84.0,0.0,4.0,6.0,0.0,0.0,2.0,0.0,8.0,11.0,0.0,6.0,8.0,0.0,4336.0,3815.0,0.0,27.0,19.0,8397.0
UNION,2.0,233.0,265.0,0.0,20.0,20.0,0.0,4.0,2.0,0.0,43.0,26.0,0.0,29.0,9.0,1.0,7630.0,6776.0,0.0,13.0,12.0,15085.0
WHITE,0.0,182.0,171.0,0.0,22.0,22.0,0.0,4.0,1.0,0.0,51.0,51.0,0.0,23.0,23.0,1.0,7899.0,7005.0,0.0,106.0,99.0,15660.0
TOTAL,73.0,11573.0,11965.0,2.0,913.0,855.0,0.0,100.0,75.0,12.0,4318.0,4320.0,2.0,1292.0,1065.0,57.0,178258.0,158809.0,5.0,13613.0,10102.0,397409.0
