ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,13.33,15.38,26.79,0.00,38.10,40.58,27.07,39.41
2016 Primary,10.00,12.20,16.95,0.00,31.82,32.92,16.78,31.61
2016 Primary Runoff,13.33,4.88,18.64,0.00,18.18,29.01,14.18,27.80
2016 General,51.61,25.64,59.70,40.00,70.83,71.68,58.96,70.43
2018 Primary,8.33,14.63,9.52,0.00,11.43,19.55,8.07,18.11
2018 Primary Runoff,2.78,0.00,9.64,0.00,14.29,18.03,7.48,16.66
2018 General,37.50,35.90,44.86,63.64,53.49,60.63,36.64,57.84
