ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,13.79,15.62,22.30,25.00,40.38,42.76,25.74,41.38
2016 Primary,10.00,10.77,9.03,0.00,28.57,29.13,12.50,27.81
2016 Primary Runoff,8.33,3.08,10.42,0.00,25.45,24.04,10.78,22.99
2016 General,50.00,31.94,53.37,46.15,65.15,72.30,59.50,71.01
2018 Primary,9.20,10.00,7.81,0.00,14.08,19.80,8.46,18.42
2018 Primary Runoff,5.75,0.00,7.29,0.00,14.08,18.56,7.80,17.22
2018 General,36.08,34.09,47.18,36.67,57.83,62.72,38.16,59.94
