COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.0,114.0,131.0,0.0,27.0,25.0,0.0,0.0,4.0,0.0,83.0,70.0,0.0,22.0,21.0,1.0,4420.0,3843.0,0.0,1221.0,917.0,10899.0
BULLOCH,3.0,1553.0,1570.0,0.0,160.0,128.0,0.0,8.0,4.0,1.0,178.0,166.0,0.0,123.0,118.0,8.0,13726.0,12565.0,3.0,6083.0,4356.0,40753.0
BURKE,1.0,279.0,328.0,0.0,32.0,24.0,0.0,3.0,8.0,0.0,34.0,39.0,0.0,24.0,14.0,3.0,3553.0,3284.0,1.0,4020.0,2892.0,14539.0
CANDLER,1.0,148.0,172.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,63.0,43.0,0.0,11.0,9.0,2.0,2039.0,1740.0,0.0,735.0,547.0,5533.0
COFFEE,6.0,150.0,162.0,0.0,55.0,57.0,0.0,10.0,8.0,0.0,257.0,265.0,0.0,61.0,46.0,0.0,8211.0,7077.0,2.0,3667.0,2640.0,22674.0
COLUMBIA,33.0,4052.0,4091.0,2.0,676.0,518.0,0.0,44.0,31.0,1.0,990.0,768.0,6.0,1145.0,922.0,32.0,31339.0,27707.0,11.0,6771.0,5173.0,84312.0
EFFINGHAM,1.0,488.0,566.0,0.0,27.0,17.0,0.0,4.0,10.0,0.0,68.0,46.0,0.0,19.0,18.0,11.0,5475.0,5028.0,0.0,1193.0,836.0,13807.0
EMANUEL,2.0,220.0,251.0,0.0,23.0,24.0,0.0,3.0,3.0,0.0,38.0,32.0,0.0,14.0,15.0,1.0,4141.0,3549.0,1.0,2376.0,1483.0,12176.0
EVANS,1.0,115.0,111.0,0.0,13.0,10.0,0.0,4.0,1.0,0.0,50.0,42.0,0.0,11.0,10.0,0.0,1905.0,1615.0,0.0,968.0,605.0,5461.0
JEFF DAVIS,0.0,61.0,72.0,0.0,15.0,9.0,0.0,2.0,3.0,0.0,100.0,67.0,0.0,7.0,8.0,0.0,3470.0,3025.0,0.0,757.0,539.0,8135.0
JENKINS,0.0,107.0,142.0,0.0,6.0,3.0,0.0,4.0,2.0,0.0,3.0,7.0,0.0,6.0,5.0,1.0,1491.0,1366.0,0.0,1138.0,792.0,5073.0
LAURENS,2.0,458.0,456.0,0.0,43.0,35.0,0.0,11.0,10.0,0.0,75.0,75.0,1.0,75.0,79.0,2.0,8797.0,7640.0,2.0,5333.0,3629.0,26723.0
MONTGOMERY,0.0,33.0,38.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,32.0,25.0,0.0,6.0,4.0,1.0,2020.0,1812.0,1.0,698.0,519.0,5198.0
RICHMOND,87.0,6686.0,6194.0,2.0,897.0,553.0,0.0,40.0,34.0,3.0,904.0,688.0,3.0,620.0,424.0,21.0,24666.0,20658.0,62.0,39329.0,27289.0,129160.0
SCREVEN,0.0,117.0,133.0,0.0,7.0,8.0,0.0,3.0,0.0,0.0,14.0,11.0,0.0,18.0,9.0,2.0,2659.0,2411.0,0.0,2114.0,1622.0,9128.0
TATTNALL,5.0,203.0,243.0,0.0,26.0,28.0,0.0,3.0,2.0,0.0,148.0,127.0,0.0,20.0,14.0,4.0,4153.0,3477.0,1.0,1284.0,926.0,10664.0
TOOMBS,2.0,218.0,249.0,0.0,53.0,34.0,0.0,0.0,1.0,0.0,193.0,141.0,0.0,34.0,38.0,2.0,5468.0,4605.0,3.0,2180.0,1436.0,14657.0
TREUTLEN,0.0,50.0,34.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,5.0,8.0,0.0,4.0,3.0,0.0,1453.0,1291.0,0.0,766.0,522.0,4142.0
WHEELER,0.0,29.0,31.0,0.0,5.0,2.0,0.0,2.0,2.0,0.0,13.0,9.0,0.0,2.0,0.0,0.0,1080.0,1006.0,0.0,433.0,357.0,2971.0
TOTAL,144.0,15081.0,14974.0,4.0,2082.0,1492.0,0.0,143.0,125.0,5.0,3248.0,2629.0,10.0,2222.0,1757.0,91.0,130066.0,113699.0,87.0,81066.0,57080.0,426005.0
