ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,28.47,26.69,0.00,27.47
2016 Primary,4.60,4.10,0.00,4.32
2016 Primary Runoff,0.00,0.00,0.00,0.00
2016 General,58.33,60.42,0.00,59.42
2018 Primary,17.49,16.61,0.00,16.99
2018 Primary Runoff,16.81,15.67,0.00,16.17
2018 General,55.18,56.99,37.50,56.13
