RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,6.80,8.58,11.11,7.73
OTHER,10.87,10.14,0.00,10.34
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,5.88,9.20,0.00,7.76
ASIA-PI,11.90,4.82,0.00,8.38
WHITE,14.51,12.34,0.00,13.36
BLACK,12.06,20.44,0.00,16.80
TOTAL,12.31,12.42,6.25,12.35
