RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,4.96,7.74,0.00,6.40
OTHER,2.27,13.46,0.00,8.33
NATIVE-AM,0.00,100.0,0.00,20.00
HISP-LT,6.98,9.77,0.00,8.68
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,14.65,12.72,0.00,13.59
BLACK,11.70,18.14,0.00,15.39
TOTAL,11.39,15.71,0.00,13.83
