RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,16.67,13.47,0.00,15.12
OTHER,15.38,9.09,0.00,11.43
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,13.64,7.41,0.00,10.20
ASIA-PI,2.63,9.23,0.00,6.80
WHITE,18.43,20.78,0.00,19.66
BLACK,21.30,29.29,100.0,26.10
TOTAL,17.90,19.86,33.33,18.95
