RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,11.00,14.02,0.00,12.56
OTHER,15.38,22.22,0.00,19.35
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,4.760,18.75,0.00,10.81
ASIA-PI,7.140,11.76,0.00,9.680
WHITE,27.70,24.23,0.00,25.89
BLACK,19.05,20.71,0.00,19.94
TOTAL,23.43,22.17,0.00,22.76
