RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,7.19,11.01,14.29,9.23
OTHER,2.00,11.11,0.00,6.90
NATIVE-AM,0.00,20.00,0.00,14.29
HISP-LT,5.62,2.80,0.00,4.08
ASIA-PI,6.12,1.47,0.00,3.42
WHITE,14.56,14.90,0.00,14.72
BLACK,14.47,20.14,0.00,17.71
TOTAL,12.59,15.74,5.88,14.31
