RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,5.190,6.940,0.00,6.040
OTHER,10.71,16.67,0.00,13.04
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,2.290,7.750,0.00,4.980
ASIA-PI,11.11,7.270,0.00,9.010
WHITE,16.81,18.34,0.00,17.58
BLACK,11.94,17.74,0.00,15.31
TOTAL,10.77,14.08,0.00,12.44
