RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,4.32,13.88,7.14,9.18
OTHER,6.06,10.00,0.00,7.55
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,4.17,0.00,2.08
ASIA-PI,0.00,11.11,0.00,5.26
WHITE,13.58,8.33,0.00,10.91
BLACK,7.72,12.16,0.00,10.35
TOTAL,7.29,12.13,4.76,10.07
