RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,17.46,17.50,0.00,17.48
OTHER,21.43,8.33,0.00,15.38
NATIVE-AM,50.00,0.00,0.00,50.00
HISP-LT,10.00,40.00,0.00,22.86
ASIA-PI,2.44,12.24,0.00,7.78
WHITE,25.53,27.67,0.00,26.67
BLACK,23.81,52.17,0.00,38.64
TOTAL,23.65,26.70,0.00,25.27
