RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,5.730,5.930,0.00,5.830
OTHER,7.690,15.38,0.00,11.54
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,3.700,7.690,0.00,5.440
ASIA-PI,8.330,0.00,0.00,3.850
WHITE,17.51,17.49,10.00,17.47
BLACK,7.040,20.99,100.0,15.03
TOTAL,14.89,15.83,16.67,15.39
